905,"[110, 138, 53]"
905,"[110, 138, 53]"
905,"[110, 138, 53]"
905,"[110, 138, 53]"
904,"[110, 138, 54]"
904,"[110, 138, 54]"
900,"[54, 118, 132]"
900,"[54, 118, 132]"
838,"[118, 132, 88]"
838,"[118, 132, 88]"
838,"[118, 132, 88]"
991,"[88, 45, 103]"
949,"[45, 103, 120]"
949,"[45, 103, 120]"
823,"[103, 120, 124]"
796,"[120, 124, 125]"
787,"[124, 125, 128]"
787,"[124, 125, 128]"
782,"[125, 128, 129]"
776,"[128, 129, 131]"
771,"[129, 131, 133]"
771,"[129, 131, 133]"
766,"[131, 133, 134]"
762,"[133, 134, 135]"
759,"[134, 135, 136]"
759,"[134, 135, 136]"
999,"[135, 136, 1]"
997,"[136, 1, 137]"
940,"[78, 80, 105]"
940,"[78, 80, 105]"
940,"[78, 80, 105]"
943,"[5, 14]"
943,"[5, 14]"
876,"[23, 27]"
876,"[23, 27]"
992,"[106, 107, 31]"
992,"[106, 107, 31]"
851,"[106, 107, 111]"
964,"[111, 33, 119]"
964,"[111, 33, 119]"
996,"[36, 119, 83]"
808,"[36, 39]"
798,"[39, 40]"
789,"[40, 43]"
783,"[43, 44]"
778,"[44, 46]"
764,"[46, 51]"
745,"[51, 57]"
1000,"[57, 58, 123]"
994,"[58, 62, 123]"
997,"[62, 64, 113]"
991,"[64, 65, 113]"
994,"[65, 68, 104]"
996,"[68, 70, 96]"
991,"[70, 71, 96]"
972,"[71, 74, 104]"
993,"[74, 75, 83]"
942,"[75, 76, 115]"
880,"[76, 115, 116]"
803,"[116, 117, 130]"
999,"[117, 130, 9]"
986,"[0, 2]"
975,"[3, 4]"
958,"[6, 7]"
943,"[8, 10]"
929,"[11, 12]"
919,"[13, 15]"
913,"[16, 17]"
903,"[18, 19]"
897,"[20, 21]"
887,"[22, 24]"
875,"[25, 26]"
861,"[28, 29]"
843,"[30, 32]"
823,"[34, 35]"
808,"[37, 38]"
790,"[41, 42]"
767,"[47, 48]"
763,"[49, 50]"
747,"[52, 55]"
997,"[56, 59, 126]"
995,"[60, 61, 121]"
